title,description,text,category,pubDate,link
Have we had our fill of fake meat?,"Fast food supplier Beyond Meat has seen its sales fall - but is it cost, taste or nutrition that is putting people off?","Have we had our fill of fake meat?. Fast food supplier Beyond Meat has seen its sales fall - but is it cost, taste or nutrition that is putting people off?",business,"Fri, 11 Aug 2023 23:16:36 GMT",https://www.bbc.co.uk/news/business-66438807?at_medium=RSS&at_campaign=KARANGA
Households could be paid to turn down heating,It comes after people were paid to use less electricity last year to prevent supply issues.,Households could be paid to turn down heating. It comes after people were paid to use less electricity last year to prevent supply issues.,business,"Thu, 28 Sep 2023 12:57:05 GMT",https://www.bbc.co.uk/news/business-66936976?at_medium=RSS&at_campaign=KARANGA
Rail disruption as drivers begin new overtime ban,Members of the Aslef train drivers union are starting another week-long overtime ban on Monday.,Rail disruption as drivers begin new overtime ban. Members of the Aslef train drivers union are starting another week-long overtime ban on Monday.,business,"Sun, 30 Jul 2023 23:28:00 GMT",https://www.bbc.co.uk/news/business-61634959?at_medium=RSS&at_campaign=KARANGA
Bereaved partners face deadline for claiming financial support for children,Thousands of cohabiting parents whose partners have died have days left to apply for bereavement support.,Bereaved partners face deadline for claiming financial support for children. Thousands of cohabiting parents whose partners have died have days left to apply for bereavement support.,business,"Sat, 03 Feb 2024 01:30:08 GMT",https://www.bbc.co.uk/news/business-68170546?at_medium=RSS&at_campaign=KARANGA
Why is technology not making us more productive?,"We are in the midst of a technological revolution, but productivity has not improved.","Why is technology not making us more productive?. We are in the midst of a technological revolution, but productivity has not improved.",business,"Sun, 23 Jul 2023 23:05:23 GMT",https://www.bbc.co.uk/news/business-66233654?at_medium=RSS&at_campaign=KARANGA
Jeffrey Epstein's private islands put up for sale,The financier was accused of sexually abusing girls on one of the two Caribbean islands on sale.,Jeffrey Epstein's private islands put up for sale. The financier was accused of sexually abusing girls on one of the two Caribbean islands on sale.,business,"Thu, 24 Mar 2022 05:09:29 GMT",https://www.bbc.co.uk/news/business-60856925?at_medium=RSS&at_campaign=KARANGA
"Summer food prices to rise quickly, say grocery analysts","There will be a spike in food prices this summer, the Institute of Grocery Distribution predicts.","Summer food prices to rise quickly, say grocery analysts. There will be a spike in food prices this summer, the Institute of Grocery Distribution predicts.",business,"Wed, 15 Jun 2022 23:00:36 GMT",https://www.bbc.co.uk/news/business-61814996?at_medium=RSS&at_campaign=KARANGA
Budget summary: Key points from Jeremy Hunt’s 2023 Budget,Chancellor Jeremy Hunt is announcing new economic measures - here's what you need to know.,Budget summary: Key points from Jeremy Hunt’s 2023 Budget. Chancellor Jeremy Hunt is announcing new economic measures - here's what you need to know.,business,"Wed, 15 Mar 2023 14:59:28 GMT",https://www.bbc.co.uk/news/business-64789405?at_medium=RSS&at_campaign=KARANGA
What was in the mini-budget and what is the government's new plan?,Almost all tax measures announced in the mini-budget will be reversed.,What was in the mini-budget and what is the government's new plan?. Almost all tax measures announced in the mini-budget will be reversed.,business,"Mon, 17 Oct 2022 16:01:36 GMT",https://www.bbc.co.uk/news/business-62920969?at_medium=RSS&at_campaign=KARANGA
Five ways to save money on train tickets,"As rail fares increase, we find the ways passengers can keep journeys as cheap as possible.","Five ways to save money on train tickets. As rail fares increase, we find the ways passengers can keep journeys as cheap as possible.",business,"Sun, 05 Mar 2023 00:33:40 GMT",https://www.bbc.co.uk/news/business-64827711?at_medium=RSS&at_campaign=KARANGA
Lego sees profits fall as pandemic boost fades,Danish toy giant sees fall in profit but remains largest toymaker in the world by market share.,Lego sees profits fall as pandemic boost fades. Danish toy giant sees fall in profit but remains largest toymaker in the world by market share.,business,"Wed, 30 Aug 2023 14:04:01 GMT",https://www.bbc.co.uk/news/business-66658909?at_medium=RSS&at_campaign=KARANGA
China’s BYD overtakes Tesla's electric car sales in last quarter of 2023,Electric-only deliveries from Chinese company BYD outpaced Elon Musk's Tesla for the first time.,China’s BYD overtakes Tesla's electric car sales in last quarter of 2023. Electric-only deliveries from Chinese company BYD outpaced Elon Musk's Tesla for the first time.,business,"Tue, 02 Jan 2024 14:44:31 GMT",https://www.bbc.co.uk/news/business-67860232?at_medium=RSS&at_campaign=KARANGA
The brewing secrets behind tastier no-alcohol beer,There's huge demand for low and no-alcohol beer and breweries are competing for the best flavour.,The brewing secrets behind tastier no-alcohol beer. There's huge demand for low and no-alcohol beer and breweries are competing for the best flavour.,business,"Fri, 16 Feb 2024 00:17:09 GMT",https://www.bbc.co.uk/news/business-68138944?at_medium=RSS&at_campaign=KARANGA
"How much money is the UK government borrowing, and does it matter?","How does government borrowing work, and how and when is the money paid back?","How much money is the UK government borrowing, and does it matter?. How does government borrowing work, and how and when is the money paid back?",business,"Tue, 21 Feb 2023 12:01:16 GMT",https://www.bbc.co.uk/news/business-50504151?at_medium=RSS&at_campaign=KARANGA
FTX: 'King of Crypto' parents sued over missing millions,Sam Bankman-Fried's parents are being sued as his bankrupt crypto firm FTX seeks to recover money.,FTX: 'King of Crypto' parents sued over missing millions. Sam Bankman-Fried's parents are being sued as his bankrupt crypto firm FTX seeks to recover money.,business,"Tue, 19 Sep 2023 17:48:43 GMT",https://www.bbc.co.uk/news/business-66857146?at_medium=RSS&at_campaign=KARANGA
Tesco tech hitch leaves deliveries in 'shambles',It is thought thousands of customers were left without their orders due to technical problems.,Tesco tech hitch leaves deliveries in 'shambles'. It is thought thousands of customers were left without their orders due to technical problems.,business,"Sun, 21 Jan 2024 16:28:21 GMT",https://www.bbc.co.uk/news/business-68050152?at_medium=RSS&at_campaign=KARANGA
How quickly are prices rising in the UK?,"The rate at which prices are rising has fallen from record highs, meeting the 2% target.","How quickly are prices rising in the UK?. The rate at which prices are rising has fallen from record highs, meeting the 2% target.",business,"Wed, 19 Jun 2024 08:28:17 GMT",https://www.bbc.co.uk/news/business-12196322
Lab-grown alternatives aim to cut palm oil dependence,Two biotech firms have developed oils made from yeast as a replacement for palm.,Lab-grown alternatives aim to cut palm oil dependence. Two biotech firms have developed oils made from yeast as a replacement for palm.,business,"Mon, 16 Jan 2023 00:06:02 GMT",https://www.bbc.co.uk/news/business-64234577?at_medium=RSS&at_campaign=KARANGA
Wimbledon: Stars call on championships to end Barclays sponsorship,"Emma Thompson and Richard Curtis say the bank is ""financing and profiting from climate chaos"".","Wimbledon: Stars call on championships to end Barclays sponsorship. Emma Thompson and Richard Curtis say the bank is ""financing and profiting from climate chaos"".",business,"Mon, 03 Jul 2023 10:59:04 GMT",https://www.bbc.co.uk/news/business-66084764?at_medium=RSS&at_campaign=KARANGA
Avon to open physical shops in the UK for the first time,"The beauty brand made famous by its door-to-door sales slogan ""Ding dong, Avon calling!"" is changing tack.","Avon to open physical shops in the UK for the first time. The beauty brand made famous by its door-to-door sales slogan ""Ding dong, Avon calling!"" is changing tack.",business,"Mon, 13 Nov 2023 18:53:28 GMT",https://www.bbc.co.uk/news/business-67406434?at_medium=RSS&at_campaign=KARANGA
Horizon scandal: Five short-changed postmasters to get full compensation,A u-turn means Teju Adedayo and four others can now claim full Horizon scandal compensation.,Horizon scandal: Five short-changed postmasters to get full compensation. A u-turn means Teju Adedayo and four others can now claim full Horizon scandal compensation.,business,"Mon, 12 Feb 2024 00:03:22 GMT",https://www.bbc.co.uk/news/business-68254687?at_medium=RSS&at_campaign=KARANGA
US regulator FTC says it is concerned about Twitter,The Federal Trade Commission says developments at Twitter could risk it violating regulatory orders.,US regulator FTC says it is concerned about Twitter. The Federal Trade Commission says developments at Twitter could risk it violating regulatory orders.,business,"Fri, 11 Nov 2022 00:16:31 GMT",https://www.bbc.co.uk/news/business-63593242?at_medium=RSS&at_campaign=KARANGA
'I thought he was my friend but he was a loan shark’,The body that prosecutes illegal lenders warns people are turning to loan sharks to pay food and energy bills.,'I thought he was my friend but he was a loan shark’. The body that prosecutes illegal lenders warns people are turning to loan sharks to pay food and energy bills.,business,"Fri, 03 Nov 2023 00:11:57 GMT",https://www.bbc.co.uk/news/business-67254009?at_medium=RSS&at_campaign=KARANGA
HS2 line between Birmingham and Crewe delayed by two years,"Transport secretary Mark Harper blamed soaring prices and says it was ""committed"" to the high speed rail link.","HS2 line between Birmingham and Crewe delayed by two years. Transport secretary Mark Harper blamed soaring prices and says it was ""committed"" to the high speed rail link.",business,"Thu, 09 Mar 2023 20:30:56 GMT",https://www.bbc.co.uk/news/business-64901985?at_medium=RSS&at_campaign=KARANGA
Watch: 'My biggest financial regret is...',People in Kent share their finance stories ahead of Wednesday's Budget. Would you share yours?,Watch: 'My biggest financial regret is...'. People in Kent share their finance stories ahead of Wednesday's Budget. Would you share yours?,business,"Tue, 05 Mar 2024 00:02:48 GMT",https://www.bbc.co.uk/news/business-68473711
